food_code,food_name,calories,water_g,protein_g,fat_g,carbohydrates_g,fiber_g,niacin_mg,vitamin_a_,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,cholesterol_g,sodium_g,potassium_g,calcium_g,iron_g,magnesium_g,vitamin_c_g,thiamin_g,riboflavin_g,carb_fiber_ratio,protein_density,fat_energy_ratio,sodium_potassium_ratio
1021,Muthokoi,0.37555555555555553,0.13506753376688344,0.15973741794310722,0.017,0.7140000000000001,0.0745697896749522,0.011655011655011656,0.0,0.0,0.0,0.0,0.0,0.00018181818181818183,0.008823529411764707,0.0007009345794392524,0.011627906976744188,0.036608863198458574,0.0,0.002,0.002392344497607656,0.1457142857142857,0.0939144672722311,0.04512772359380029,2.838573488680621e-09
1065,"Pasta, macaroni",0.16666666666666666,0.6223111555777889,0.12253829321663018,0.006,0.3,0.026768642447418736,0.009324009324009326,0.0,0.0,0.0,0.0,0.0,7.792207792207793e-05,0.0035294117647058825,0.002336448598130841,0.013953488372093023,0.030828516377649325,0.0,0.0005,0.002392344497607656,0.125,0.16174110919858795,0.03575761191655231,3.041278050467779e-09
1064,"Pasta, spaghetti",0.13555555555555557,0.6913456728364181,0.0962800875273523,0.005,0.245,0.021032504780114723,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0001038961038961039,0.004803921568627452,0.001869158878504673,0.0069767441860465115,0.02119460500963391,0.0,0.0003333333333333334,0.004784688995215312,0.11666666666666667,0.1560116041689051,0.036581296743898366,2.9792331066683132e-09
1032,"Rice, Flour",0.39111111111111113,0.11905952976488245,0.13129102844638948,0.011000000000000001,0.784,0.04015296367112811,0.0675990675990676,0.0,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.01519607843137255,0.0032710280373831778,0.0186046511627907,0.07129094412331406,0.0,0.002,0.007177033492822967,0.25290322580645164,0.07412861439392994,0.02804220651246147,4.709176116923569e-10
1060,Boiled Rice,0.1322222222222222,0.6963481740870434,0.0525164113785558,0.002,0.263,0.0248565965583174,0.01864801864801865,0.0,0.0,0.0,0.0,0.0,0.0001038961038961039,0.0034313725490196087,0.0011682242990654205,0.013953488372093023,0.01926782273603083,0.0,0.001,0.002392344497607656,0.11434782608695654,0.08722466960352422,0.014998331664998333,4.170892301930059e-09
2,"STARCHY ROOTS, TUBERS AND BANANAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,"Arrowroot, flour",0.36777777777777776,0.16508254127063532,0.00437636761487965,0.002,0.818,0.017208413001912046,0.011188811188811189,0.0,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.0010784313725490198,0.007710280373831776,0.023255813953488375,0.007707129094412331,0.0,0.001666666666666667,0.004784688995215312,0.4305263157894737,0.002627249084443501,0.005421083734336746,6.635096875731935e-09
2020,Boiled Arrow roots (Nduma),0.12111111111111111,0.7093546773386694,0.0700218818380744,0.003,0.223,0.03824091778202677,0.04428904428904429,2.6246719160104988e-05,0.0,0.0,0.0,0.0,0.0007272727272727273,0.05372549019607844,0.0014018691588785048,0.023255813953488375,0.04431599229287091,0.0045045045045045045,0.002833333333333334,0.019138755980861247,0.07433333333333333,0.12687224669603522,0.02454272454272454,1.8647736230754653e-09
2003,"Banana, BITA 3, dried, flour",0.4066666666666667,0.023011505752876436,0.08533916849015316,0.018000000000000002,0.785,0.18929254302103252,0.06526806526806526,0.00034120734908136484,0.0,0.0,0.0,0.0,0.0001038961038961039,0.10098039215686276,0.007009345794392523,0.027906976744186046,0.11560693641618497,0.03198198198198198,0.003,0.05741626794258373,0.07201834862385322,0.04634553289560551,0.04413677983160272,1.4173326187047783e-10
2004,Plantain,0.10777777777777778,0.736368184092046,0.030634573304157545,0.0,0.201,0.06883365200764818,0.007692307692307694,0.0,0.0,0.0,0.0,0.0,0.00025974025974025974,0.031568627450980394,0.0016355140186915889,0.0186046511627907,0.04431599229287091,0.10495495495495497,0.001,0.009569377990430623,0.043695652173913045,0.06230333543108873,0.0,1.133423510019022e-09
2023,Boiles Cassva,0.16444444444444445,0.6053026513256629,0.024070021881838075,0.002,0.334,0.0745697896749522,0.006993006993006993,2.6246719160104988e-05,0.0,0.0,0.0,0.0,2.5974025974025975e-05,0.016764705882352945,0.006308411214953271,0.01627906976744186,0.01926782273603083,0.1036036036036036,0.0025,0.002392344497607656,0.06816326530612245,0.032197025692576056,0.012079193287246976,2.1342770138749776e-10
2025,Boiled Potatoes,0.11666666666666667,0.72136068034017,0.0525164113785558,0.001,0.227,0.032504780114722756,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.00012987012987012987,0.050588235294117656,0.001869158878504673,0.030232558139534887,0.03275529865125241,0.022522522522522525,0.0008333333333333335,0.007177033492822967,0.08407407407407406,0.09874490898512175,0.008489621697168867,3.536461205013508e-10
2026,Steamed Potatoes,0.11888888888888889,0.7153576788394197,0.05470459518599562,0.002,0.23199999999999998,0.032504780114722756,0.025641025641025644,0.0,0.0,0.0,0.0,0.0,0.00015584415584415587,0.05480392156862746,0.001869158878504673,0.030232558139534887,0.03468208092485549,0.022522522522522525,0.001,0.009569377990430623,0.08592592592592592,0.10095447870778267,0.016664812961109256,3.9173114572206667e-10
2027,Boiled Sweet potato(white),0.11222222222222222,0.720360180090045,0.037199124726477024,0.004,0.20800000000000002,0.07648183556405354,0.013986013986013986,0.0002099737532808399,0.0,0.0,0.0,0.0,0.0004155844155844156,0.030490196078431377,0.004906542056074766,0.00930232558139535,0.01926782273603083,0.05855855855855856,0.0008333333333333335,0.007177033492822967,0.041600000000000005,0.07268722466960352,0.03529019215293725,1.8776197048865313e-09
2028,Boiled Sweet potato(orange),0.08555555555555555,0.7873936968484242,0.04157549234135667,0.001,0.156,0.05736137667304016,0.01864801864801865,0.012887139107611549,0.0,0.0,0.0,0.0,0.0002077922077922078,0.019607843137254905,0.006074766355140187,0.011627906976744188,0.025048169556840076,0.0990990990990991,0.0003333333333333334,0.009569377990430623,0.039,0.10623517451711284,0.01153717820384487,1.4598467153649633e-09
2016,"Taro, peeled, raw",0.10777777777777778,0.7303651825912957,0.03938730853391685,0.002,0.203,0.06692160611854685,0.016317016317016316,7.874015748031497e-05,0.0,0.0,0.0,0.0,0.00025974025974025974,0.029411764705882356,0.011915887850467289,0.01627906976744186,0.03853564547206166,0.05405405405405406,0.001666666666666667,0.007177033492822967,0.04511111111111111,0.0801042884113998,0.018365304079589796,1.2165409570289268e-09
2017,"Turnip, root, raw",0.024444444444444446,0.9314657328664331,0.015317286652078772,0.0,0.036000000000000004,0.032504780114722756,0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0007532467532467533,0.03137254901960785,0.00794392523364486,0.011627906976744188,0.02119460500963391,0.1036036036036036,0.0006666666666666668,0.009569377990430623,0.013333333333333332,0.13273319287492816,0.0,3.307471415976643e-09
2018,"Yam, flour",0.3466666666666667,0.14007003501750875,0.07439824945295405,0.0,0.674,0.24474187380497134,0.023310023310023312,0.0,0.0,0.0,0.0,0.0,0.0007272727272727273,0.08019607843137255,0.004672897196261682,0.025581395348837212,0.09633911368015415,0.0,0.0,0.0,0.04884057971014493,0.04737442119041251,0.0,1.2492622994580424e-09
2030,"Yam, white, boiled, drained (without salt)",0.13111111111111112,0.6743371685842922,0.0437636761487965,0.002,0.249,0.08221797323135754,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0002077922077922078,0.024313725490196083,0.003738317757009346,0.0186046511627907,0.03275529865125241,0.018018018018018018,0.0015,0.004784688995215312,0.0469811320754717,0.0732980416836338,0.015124368065544534,1.1772968775114133e-09
3,LEGUMES AND PULSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,Boiled chickpeas,0.15888888888888889,0.5992996498249125,0.21663019693654267,0.023,0.153,0.2141491395793499,0.013986013986013986,0.00015748031496062994,0.0,0.0,0.0,0.0,0.00025974025974025974,0.03352941176470589,0.02102803738317757,0.060465116279069774,0.11753371868978806,0.009009009009009009,0.0023333333333333335,0.01196172248803828,0.01254098360655738,0.2998348017621145,0.14373401178956732,1.0671416272163972e-09
3049,Boiled Cowpeas,0.14666666666666667,0.6183091545772886,0.1050328227571116,0.006,0.226,0.16061185468451245,0.0372960372960373,0.0016272965879265092,0.0,0.0,0.0,0.0,0.00012987012987012987,0.0353921568627451,0.04672897196261683,0.03255813953488372,0.09826589595375722,0.013513513513513514,0.001666666666666667,0.01674641148325359,0.024042553191489364,0.15739790003643467,0.04059698796540901,5.054882169988935e-10
3013,"Flour, soya, full fat",0.4855555555555556,0.07003501750875438,0.8096280087527352,0.20199999999999999,0.22,0.17992351816443594,0.09790209790209792,0.00015748031496062994,0.0,0.0,0.0,0.0,0.00032987012987012985,0.2421568627450981,0.04672897196261683,0.14534883720930233,0.8111753371868978,0.0,0.013333333333333336,0.07177033492822966,0.021133525456292025,0.3684147003801822,0.4150223282643373,1.8765322347441822e-10
3014,"Flour, soya, low fat",0.4011111111111111,0.07003501750875438,0.9846827133479212,0.0868,0.17800000000000002,0.2982791586998088,0.0675990675990676,5.2493438320209976e-05,0.0,0.0,0.0,0.0,0.00023376623376623377,0.20000000000000004,0.056074766355140186,0.21162790697674422,0.5356454720616571,0.0,0.013333333333333336,0.09569377990430623,0.010722891566265061,0.5421422834473191,0.21577710306992073,1.6101323150560782e-10
3015,"Garden peas, fresh, raw",0.10333333333333333,0.7253626813406703,0.17286652078774617,0.006999999999999999,0.098,0.15296367112810708,0.053613053613053616,0.0007874015748031496,0.009978100438237734,0.0028660057289742543,0.005160242490611376,0.0,9.506493506493508e-05,0.024411764705882355,0.006588785046728972,0.06116279069767443,0.05809248554913295,0.17297297297297295,0.004833333333333334,0.031100478468899524,0.01088888888888889,0.36652919673821355,0.06701382233297126,5.364502244399276e-10
3018,"Gram, Flour",0.3922222222222222,0.096048024012006,0.49671772428884026,0.054000000000000006,0.485,0.1931166347992352,0.04428904428904429,7.874015748031497e-05,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.029117647058823533,0.01355140186915888,0.12093023255813955,0.11946050096339114,0.0,0.0075000000000000015,0.04066985645933015,0.0436936936936937,0.2796610169491525,0.1372728660864254,2.4576584162991716e-10
3062,Boiled Green Grams,0.0811111111111111,0.7923961980990495,0.1400437636761488,0.004,0.09,0.0745697896749522,0.009324009324009326,5.2493438320209976e-05,0.0,0.0,0.0,0.0,0.0002077922077922078,0.022843137254901964,0.008878504672897195,0.04186046511627907,0.09633911368015415,0.0,0.001666666666666667,0.01196172248803828,0.01836734693877551,0.3771877604476723,0.04864323783242702,1.2530881967017655e-09
3066,Boiled Lentils,0.08333333333333333,0.7883941970985492,0.14660831509846828,0.002,0.09699999999999999,0.07648183556405354,0.011655011655011656,0.0,0.0,0.0,0.0,0.0,0.00012987012987012987,0.014509803921568629,0.004906542056074766,0.03953488372093023,0.046242774566473986,0.0045045045045045045,0.0013333333333333335,0.009569377990430623,0.0194,0.38447716206816596,0.023681576313155258,1.2329764787049921e-09
3022,"Soybean, dry, raw",0.4288888888888889,0.12706353176588292,0.7439824945295405,0.0,0.09699999999999999,0.3690248565965583,0.060372960372960374,0.0,0.0,0.0,0.0,0.0,0.00018181818181818183,0.1696078431372549,0.05327102803738318,0.16976744186046513,0.3911368015414258,0.0,0.012166666666666668,0.03588516746411483,0.004778325123152709,0.3831574633746542,0.0,1.4767300860215951e-10
3071,Boiled Soybeans,0.17666666666666667,0.64032016008004,0.3063457330415755,0.079,0.04,0.15105162523900575,0.016317016317016316,0.0,0.0,0.0,0.0,0.0,0.0001038961038961039,0.05225490196078433,0.018925233644859814,0.058139534883720936,0.13872832369942195,0.0,0.003166666666666667,0.01196172248803828,0.0044943820224719105,0.38160792951541844,0.4443255755755756,2.7389329749822986e-10
4,VEGETABLE AND VEGETABLE PROCUCTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,Boiled Terere,0.042222222222222223,0.8384192096048023,0.08533916849015316,0.003,0.013000000000000001,0.1453154875717017,0.011655011655011656,0.00811023622047244,0.0,0.0,0.0,0.0,0.00036363636363636367,0.0307843137254902,0.06542056074766356,0.12325581395348839,0.14836223506743737,0.14864864864864866,0.0003333333333333334,0.03588516746411483,0.0015116279069767443,0.4361233480176211,0.06922306922306921,1.627220630219296e-09
4040,Stewed Terere,0.05,0.8104052026013007,0.10065645514223194,0.003,0.015,0.17017208413001914,0.01864801864801865,0.009501312335958006,0.0,0.0,0.0,0.0,0.0005714285714285715,0.07225490196078432,0.0808411214953271,0.19302325581395352,0.2909441233140655,0.2567567567567568,0.0005,0.06220095693779905,0.0015151515151515152,0.4361233480176211,0.0586891239065152,1.0894418162651029e-09
4002,Raw Karela,0.035555555555555556,0.8964482241120559,0.03282275711159737,0.0,0.042,0.07074569789674953,0.006993006993006993,0.0002887139107611549,0.0,0.0,0.0,0.0,0.0004155844155844156,0.02058823529411765,0.0051401869158878505,0.03255813953488372,0.03853564547206166,0.2702702702702703,0.0011666666666666668,0.009569377990430623,0.008936170212765958,0.19823788546255505,0.0,2.780661072277828e-09
4041,Boiled Karela,0.04,0.8844422211105553,0.037199124726477024,0.003,0.046,0.07839388145315487,0.004662004662004663,0.0002887139107611549,0.0,0.0,0.0,0.0,0.00036363636363636367,0.01147058823529412,0.005373831775700935,0.027906976744186046,0.025048169556840076,0.19369369369369369,0.0008333333333333335,0.007177033492822967,0.009019607843137255,0.2003809977378259,0.07296485674864052,4.367047333864574e-09
4042,Boiled Managu,0.03222222222222222,0.8914457228614306,0.0787746170678337,0.001,0.013000000000000001,0.07839388145315487,0.016317016317016316,5.2493438320209976e-05,0.0,0.0,0.0,0.0,0.00018181818181818183,0.019607843137254905,0.021261682242990652,0.14418604651162792,0.046242774566473986,0.06306306306306307,0.0006666666666666668,0.04784688995215312,0.002549019607843138,0.5233480176211454,0.029996663329996665,1.277365875944343e-09
4043,Steamed Managu,0.03,0.9014507253626812,0.07221006564551422,0.001,0.012,0.07265774378585085,0.01864801864801865,5.2493438320209976e-05,0.0,0.0,0.0,0.0,0.00019198193111688312,0.030507246372549025,0.019391812271028038,0.13953488372093026,0.06220155818882466,0.07657657657657659,0.0006666666666666668,0.05980861244019139,0.0025,0.514002517306482,0.03213928213928214,8.668938975125098e-10
4044,Boiled Broccoli,0.034444444444444444,0.9014507253626812,0.06564551422319474,0.003,0.024,0.06309751434034416,0.006993006993006993,0.0005249343832020997,0.0,0.0,0.0,0.0,0.0003896103896103896,0.014803921568627452,0.013084112149532711,0.013953488372093023,0.02119460500963391,0.2702702702702703,0.001,0.031100478468899524,0.005581395348837209,0.4088656387665198,0.0843656156156156,3.625441258497974e-09
4045,Steamed Brocolli,0.03666666666666667,0.894447223611806,0.0700218818380744,0.003,0.026000000000000002,0.06883365200764818,0.009324009324009326,0.0005774278215223097,0.0,0.0,0.0,0.0,0.00046753246753246754,0.026960784313725495,0.014018691588785047,0.013953488372093023,0.03468208092485549,0.3333333333333333,0.0013333333333333335,0.045454545454545456,0.005652173913043479,0.4104690334283493,0.0794029323441088,2.3888433371854756e-09
4005,Raw Cabbage,0.011111111111111112,0.9704852426213106,0.019693654266958426,0.003,0.004,0.021032504780114723,0.009324009324009326,0.0004199475065616798,0.0,0.0,0.0,0.0,0.0004155844155844156,0.02450980392156863,0.008411214953271027,0.03255813953488372,0.01926782273603083,0.0900900900900901,0.0005,0.009569377990430623,0.0019047619047619048,0.3568281938325991,0.2454272454272454,2.3357570803293432e-09
4046,Boiled Cabbage,0.011111111111111112,0.9694847423711856,0.019693654266958426,0.003,0.004,0.021032504780114723,0.006993006993006993,0.0003937007874015748,0.0,0.0,0.0,0.0,0.00031168831168831173,0.012549019607843138,0.008177570093457945,0.025581395348837212,0.011560693641618497,0.036036036036036036,0.0003333333333333334,0.007177033492822967,0.0019047619047619048,0.3568281938325991,0.2454272454272454,3.4215061161987955e-09
4047,Steamed Cabbage,0.011111111111111112,0.9694847423711856,0.019693654266958426,0.003,0.004,0.021032504780114723,0.006993006993006993,0.0003937007874015748,0.0,0.0,0.0,0.0,0.00036363636363636367,0.021274509803921572,0.008177570093457945,0.027906976744186046,0.017341040462427744,0.04954954954954955,0.0003333333333333334,0.009569377990430623,0.0019047619047619048,0.3568281938325991,0.2454272454272454,2.3545923986962692e-09
4008,Green Capsicum,0.025555555555555557,0.9334667333666833,0.03282275711159737,0.001,0.028999999999999998,0.03824091778202677,0.011655011655011656,0.0007086614173228347,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.014803921568627452,0.001869158878504673,0.011627906976744188,0.01926782273603083,0.5180180180180181,0.0005,0.007177033492822967,0.009666666666666667,0.2725770925110132,0.037495829162495824,4.833921677997298e-10
4052,"Capsicum (sweet peper), green, boiled, drained (without salt)",0.028888888888888888,0.9234617308654327,0.037199124726477024,0.001,0.033,0.04397705544933078,0.009324009324009326,0.0007349081364829397,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.008529411764705883,0.0021028037383177566,0.011627906976744188,0.01348747591522158,0.38738738738738737,0.0003333333333333334,0.004784688995215312,0.01,0.27459618208516884,0.03332962592221851,8.389869165863268e-10
4053,"Capsicum (sweet peper), green, grilled (without salt and fat)",0.026666666666666665,0.928464232116058,0.0350109409190372,0.001,0.031000000000000003,0.04206500956022945,0.011655011655011656,0.0006824146981627297,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.015882352941176472,0.0021028037383177566,0.013953488372093023,0.02119460500963391,0.445945945945946,0.0005,0.007177033492822967,0.0096875,0.2791189427312775,0.035995995995996,4.5056944543507145e-10
4054,"Capsicum (sweet peper), green, baked (without salt)",0.025555555555555557,0.9304652326163081,0.0350109409190372,0.001,0.03,0.04015296367112811,0.011655011655011656,0.0006824146981627297,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.0153921568627451,0.001869158878504673,0.013953488372093023,0.01926782273603083,0.43243243243243246,0.0005,0.007177033492822967,0.009677419354838708,0.2907488986784141,0.037495829162495824,4.6491869943457054e-10
4009,"Capsicum (sweet peper), red, raw",0.028888888888888888,0.9244622311155578,0.037199124726477024,0.002,0.035,0.03441682600382409,0.023310023310023312,0.0005511811023622047,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.017058823529411765,0.0009345794392523365,0.0069767441860465115,0.011560693641618497,0.7027027027027027,0.0006666666666666668,0.01196172248803828,0.0125,0.27459618208516884,0.06665925184443702,4.1949586916125205e-10
4055,"Capsicum (sweet peper), red, boiled, drained (without salt)",0.03333333333333333,0.913456728364182,0.0437636761487965,0.002,0.04,0.04015296367112811,0.016317016317016316,0.0005511811023622047,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.009803921568627453,0.0009345794392523365,0.0069767441860465115,0.007707129094412331,0.5270270270270271,0.0005,0.009569377990430623,0.012903225806451613,0.28136990194685235,0.058058058058058054,7.29919708102189e-10
4056,"Capsicum (sweet peper), red, grilled (without salt and fat)",0.03111111111111111,0.9184592296148073,0.03938730853391685,0.002,0.038,0.03632887189292543,0.023310023310023312,0.0005249343832020997,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.018333333333333337,0.0009345794392523365,0.0069767441860465115,0.011560693641618497,0.6036036036036037,0.0006666666666666668,0.01196172248803828,0.01310344827586207,0.27069725049369586,0.06206206206206206,3.9033321067762746e-10
4057,"Capsicum (sweet peper), red, baked (without salt)",0.03,0.9214607303651825,0.03938730853391685,0.002,0.036000000000000004,0.03632887189292543,0.023310023310023312,0.0004986876640419947,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.017745098039215687,0.0009345794392523365,0.0069767441860465115,0.011560693641618497,0.5855855855855856,0.0006666666666666668,0.01196172248803828,0.012413793103448277,0.28036500943989934,0.06427856427856428,4.0327236164400757e-10
4010,"Capsicum (sweet peper), yellow, raw",0.023333333333333334,0.9344672336168084,0.030634573304157545,0.002,0.023,0.04206500956022945,0.013752913752913752,0.00036745406824146984,0.0,0.0,0.0,0.0,5.194805194805195e-05,0.023725490196078433,0.004439252336448598,0.023255813953488375,0.03275529865125241,0.5720720720720721,0.0023333333333333335,0.004784688995215312,0.0071874999999999994,0.27753303964757703,0.08180908180908181,3.016214839191863e-10
